11411374,2014-09-24T09:58:32.124Z,214853707,0
11411374,2014-09-24T09:59:37.608Z,214854731,S
11411369,2014-09-25T07:56:39.981Z,214526083,2
11411369,2014-09-25T07:59:02.287Z,214508237,2
11411368,2014-09-24T14:54:03.668Z,214510445,S
11411368,2014-09-24T14:54:59.542Z,214849132,S
11411371,2014-09-27T08:55:24.706Z,214849299,S
11411371,2014-09-27T08:56:50.634Z,214856552,S
11411371,2014-09-27T08:59:01.012Z,214857579,S
11411371,2014-09-27T08:59:25.653Z,214738466,S
11411371,2014-09-27T08:59:57.165Z,214712274,S
11411371,2014-09-27T09:00:55.722Z,214829801,S
11411371,2014-09-27T09:02:52.632Z,214819412,S
11411371,2014-09-27T09:04:17.020Z,214571246,S
11411371,2014-09-27T09:05:02.060Z,214854810,S
11411371,2014-09-27T09:07:02.472Z,214691250,S
11411371,2014-09-27T09:08:42.370Z,214691471,0
11411371,2014-09-27T09:09:39.289Z,214691237,2
11411411,2014-09-24T11:07:43.131Z,214849468,S
11411411,2014-09-24T11:09:10.425Z,214837873,S
11411411,2014-09-24T11:10:59.706Z,214678633,S
11411408,2014-09-29T14:51:40.532Z,214859876,S
11411408,2014-09-29T14:52:43.966Z,214858792,S
11411409,2014-09-24T14:55:49.005Z,214854356,S
11411409,2014-09-24T14:56:06.737Z,214848658,S
11411409,2014-09-24T14:56:54.315Z,214853381,S
11411409,2014-09-24T14:58:36.843Z,214853381,S
11411414,2014-09-27T01:17:08.322Z,214858689,3
11411412,2014-09-25T21:38:35.258Z,214853102,S
11411412,2014-09-25T21:38:37.087Z,214853102,S
11411413,2014-09-26T20:12:46.488Z,214854264,3
11411413,2014-09-26T20:28:48.754Z,214567327,S
11411413,2014-09-26T20:30:23.294Z,214854262,3
11411413,2014-09-26T20:30:49.185Z,214854264,3
11411413,2014-09-26T20:30:55.960Z,214854264,3
11411413,2014-09-26T20:31:36.730Z,214854268,3
11411413,2014-09-26T20:31:43.527Z,214854268,3
11411413,2014-09-26T20:32:25.565Z,214854268,3
11411413,2014-09-26T20:32:31.548Z,214854268,3
11411413,2014-09-26T20:34:10.234Z,214856707,3
11411413,2014-09-26T20:34:33.817Z,214856707,3
11411413,2014-09-26T20:35:25.161Z,214567327,S
11411413,2014-09-26T20:35:29.887Z,214567327,S
11411413,2014-09-26T20:36:44.048Z,214567329,3
11411418,2014-09-23T04:12:26.585Z,214535649,0
11411418,2014-09-23T04:22:31.393Z,214535649,0
11411418,2014-09-23T04:48:15.934Z,214535649,0
11411418,2014-09-23T05:02:08.650Z,214832561,1
11411418,2014-09-23T05:22:56.079Z,214535649,0
11411418,2014-09-23T05:39:06.902Z,214535649,0
11411419,2014-09-23T19:24:14.087Z,214854853,S
11411419,2014-09-23T19:25:18.265Z,214854840,S
11411419,2014-09-23T19:27:13.478Z,214854853,S
11411419,2014-09-23T19:43:47.720Z,214854782,S
11411419,2014-09-23T19:46:23.912Z,214854853,S
11411416,2014-09-28T07:40:40.468Z,214858847,S
11411416,2014-09-28T07:41:44.951Z,214690130,S
